index,name,active_fla,address_st,activity,activity_l,program__1,mpca_id_li,industrial,shape,geometry
6751,Our Lady of Peace School,N,5435 11th Ave S,Multiple Activities,"Hazardous Waste, One time generator; Underground Tanks",Hazardous Waste; Tanks,MNS000186114; TS0020065,Elementary and Secondary Schools,0101000020E61000001536035C905057C0DAF68777CA734640,POINT (479567.93143308867 4972386.972762815)
6752,Resurrection School,Y,5426 11th Ave S,Underground Tanks,Underground Tanks,Tanks,TS0014214,,0101000020E610000067599CD6925057C05562E822CF734640,POINT (479556.03756446304 4972402.84052897)
6753,Minneapolis Schools Hale,Y,1220 E 54th St,Multiple Activities,"Hazardous Waste, Very small quantity generator; Underground Tanks",Hazardous Waste; Tanks,MNR000022624; TS0002323,Educational Services,0101000020E6100000B058C3456E5057C0CFC8D6E9F6734640,POINT (479732.6556258396 4972537.127258708)
6754,fred..korchenstorfer,Y,4908 10th Ave S,Hazardous Waste,Hazardous Waste,Hazardous Waste,HW-gen,,0101000020E6100000FC0ED12AAB5057C098B81B65F9744640,POINT (479442.0616189033 4973414.3298402745)
6755,4728 12th Ave S Residence,Y,4728 12th Ave S,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",Investigation and Cleanup,LS0019947,,0101000020E610000009230FA7805057C061F39AEC59754640,POINT (479647.92632656486 4973740.915947711)
6756,McRae Park Site Improvements,Y,906 East 47th Street East,Construction Stormwater,Construction Stormwater,Stormwater,C00043757,,0101000020E610000051A5660FB45057C05589B2B794754640,POINT (479400.9154854687 4973941.0209367415)
6757,Minnegasco South Yard/propane,Y,325 W 61st St,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",Investigation and Cleanup,LS0003744,,0101000020E6100000942EA2925F5157C0FAB9A1293B724640,POINT (478564.94541525946 4971036.572105722)
6758,Boline Ws,Y,6029 5th Ave S,Hazardous Waste,Hazardous Waste,Hazardous Waste,MNR000043570,,0101000020E6100000A5677A89315157C0B328475C5B724640,POINT (478787.17579860636 4971144.986257432)
6759,SuperAmerica #4166,Y,6000 Portland Ave S,Multiple Activities,"Petroleum Remediation, Leak Site; Underground Tanks",Investigation and Cleanup; Tanks,LS0000261; LS0020527; TS0001525,,0101000020E6100000A88CE2C92C5157C0D123E3A472724640,POINT (478810.3217465245 4971223.843226438)
6760,Shelton Residence,Y,5215 3rd Ave S,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",Investigation and Cleanup,LS0018180,,0101000020E6100000219B3F016F5157C0A8D02F0043744640,POINT (478496.49667793093 4972799.100400786)
6761,Former Degelau Residence,Y,425 Tarrymore Ave,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",Investigation and Cleanup,LS0020559,,0101000020E6100000438FF72E4E5157C0D85537CD71744640,POINT (478655.1650501671 4972957.229309075)
6762,Minneapolis Schools Field,Y,4645 4th Ave S,Multiple Activities,"Brownfields, Voluntary Investigation and Cleanup; Hazardous Waste, Very small quantity generator; Petroleum Remediation, Leak Site; Underground Tanks",Hazardous Waste; Investigation and Cleanup; Tanks,LS0013403; MNR000032763; TS0002321; VP8570,Educational Services,0101000020E61000005EFA136C4E5157C054D6048BA2754640,POINT (478657.46439123387 4973990.325464505)
6763,Winner Gas,Y,400 E 46th St,Multiple Activities,"Aboveground Tanks; Hazardous Waste, Very small quantity generator; Petroleum Remediation, Leak Site; Site Assessment; Underground Tanks",Hazardous Waste; Investigation and Cleanup; Tanks,LS0000900; LS0016725; LS0020596; MND022872998; SA0000740; TS0012846,Gasoline Stations with Convenience Stores,0101000020E6100000332351A2445157C019C7AB20C4754640,POINT (478704.995719907 4974104.022388007)
6764,Crisis Nursery,N,4544 4th Ave S,Hazardous Waste,Hazardous Waste,Hazardous Waste,MNS000191452,Civic and Social Organizations,0101000020E6100000C1ABE5CE4C5157C0E43FEE6CD9754640,POINT (478665.86046104576 4974176.35470714)
6765,Wagner Greenhouses Inc,N,6024 Penn Ave S,Construction Stormwater,Construction Stormwater,Stormwater,C00031942,,0101000020E61000007958A835CD5357C00AD7A3703D724640,POINT (475569.0088179631 4971055.011341736)
6766,Wagner Greenhouses Inc,Y,6024 Penn Ave S,Multiple Activities,"Hazardous Waste, Very small quantity generator; Underground Tanks",Hazardous Waste; Tanks,MN0000625731; TS0002248,"Nursery, Garden Center, and Farm Supply Stores",0101000020E6100000A38C5D47C15357C0940CA59B69724640,POINT (475627.0793816797 4971204.5241532475)
6767,Penn Mobil,Y,6001 Penn Ave S,Multiple Activities,"Hazardous Waste, Very small quantity generator; Petroleum Remediation, Leak Site; Underground Tanks",Hazardous Waste; Investigation and Cleanup; Tanks,LS0020861; MND068191311; TS0002426,Other Gasoline Stations,0101000020E61000002DD0CD82B95357C0558ADB7071724640,POINT (475664.6162818469 4971230.935714208)
6768,Crosstown BP,Y,6004 Penn Ave S,Multiple Activities,"Hazardous Waste; Petroleum Remediation, Leak Site; Underground Tanks",Hazardous Waste; Investigation and Cleanup; Tanks,LS0004528; MND982221061; TS0002946,Gasoline Stations with Convenience Stores,0101000020E610000019D12CBFC25357C03BE4C17174724640,POINT (475620.14447678014 4971241.28693405)
6769,5909 Washburn Ave,Y,5909 Washburn Ave S,Site Assessment,Site Assessment,Investigation and Cleanup,SA0004081,,0101000020E61000001E241B7A515457C0CFA05F63B0724640,POINT (474933.07591996185 4971447.152927963)
6770,Xerxes Manor Apartments,Y,5635 Xerxes Ave S,Multiple Activities,"Petroleum Remediation, Leak Site; Underground Tanks",Investigation and Cleanup; Tanks,LS0019846; TS0018198,,0101000020E610000001CF0715665457C076FBAC3253734640,POINT (474835.9463549282 4971999.476019473)
6771,Xerxes Manor Apartments,Y,5625 Xerxes Ave S,Underground Tanks,Underground Tanks,Tanks,TS0018197,,0101000020E6100000D24A6B1D665457C07F91860959734640,POINT (474835.8663039393 4972019.272047668)
6772,Minneapolis Schools Armatage,Y,2501 W 56th St,Multiple Activities,"Hazardous Waste, Very small quantity generator; Underground Tanks",Hazardous Waste; Tanks,MNR000022921; TS0002352,Educational Services,0101000020E6100000707209D1EB5357C0626DE75663734640,POINT (475425.3259703433 4972051.910032591)
6773,Walser Buick & Isuzu,Y,2100 W 78th St,Hazardous Waste,Hazardous Waste,Hazardous Waste,MND080241102,,0101000020E610000000B33165965357C0C6527F187C724640,POINT (475833.98706406413 4971266.415868805)
6774,Hennepin County HHW Program Event,Y,5757 Irving Ave S Ste B,Hazardous Waste,Hazardous Waste,Hazardous Waste,MNS000200568,Hazardous Waste Treatment and Disposal ; Administration of Air and Water Resource and Solid Waste Management Programs,0101000020E610000086FB4CE62D5357C0CC557FC6FD724640,POINT (476339.21031334554 4971704.157816814)
6775,Minneapolis Schools - Anthony Middle School,Y,5757 Irving Ave S,Multiple Activities,"Hazardous Waste; Petroleum Remediation, Leak Site; Underground Tanks",Hazardous Waste; Investigation and Cleanup; Tanks,LS0002027; MNR000032987; TS0002307,Administration of Air and Water Resource and Solid Waste Management Programs,0101000020E61000006C5ED5592D5357C0D248957208734640,POINT (476341.98827159865 4971740.327417818)
6776,Dealer Preferred Finishes,N,9326 Bryant Ave S Bay 4,Hazardous Waste,Hazardous Waste,Hazardous Waste,MND147576961,"Automotive Body, Paint, and Interior Repair and Maintenance",0101000020E610000038BEF6CC925357C02A615C6045734640,POINT (475853.88588724454 4971948.702894875)
6777,Mount Olivet Lutheran Church,Y,Address Unknown,Construction Stormwater,Construction Stormwater,Stormwater,C00037958,,0101000020E6100000014D840D4F5357C0DBF97E6ABC744640,POINT (476185.0834290254 4973218.887087803)
6778,Angelica Property,Y,5008 Morgan Ave S,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",Investigation and Cleanup,LS0021080,,0101000020E6100000BAD1CFED885357C0BD1AC142BD744640,POINT (475906.25575516955 4973222.793689696)
6779,Colordirect,N,5936 Fremont Ave S,Hazardous Waste,Hazardous Waste,Hazardous Waste,MNR000017772,,0101000020E61000003689E6A6F25257C0DAF280689C724640,POINT (476623.51789497124 4971373.030237713)
6780,Kenny Community School,Y,5720 Emerson Ave S,Multiple Activities,Hazardous Waste; Underground Tanks,Hazardous Waste; Tanks,MNR000032953; TS0002332,Elementary and Secondary Schools,0101000020E6100000482D3993DB5257C0AA85ED821C734640,POINT (476736.30979051255 4971806.902234788)
6781,Bryant Avenue Baptist Church,N,5601 Bryant Ave S,Underground Tanks,Underground Tanks,Tanks,TS0016399,,0101000020E6100000DA232FC69B5257C0EC562A0362734640,POINT (477044.6060010083 4972041.405400623)
6782,Neptune Register Service,Y,5300 Girard Ave S,"Hazardous Waste, Minimal quantity generator","Hazardous Waste, Minimal quantity generator",Hazardous Waste,MND982207995,,0101000020E6100000508A56EE055357C02A638DC415744640,POINT (476535.300373036 4972652.639477933)
6783,Nordbye Residence,Y,1024 W 53rd St,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",Investigation and Cleanup,LS0019502,,0101000020E61000007A13E8B8BF5257C0F558445E20744640,POINT (476873.71498024534 4972687.34550742)
6784,Olson Residence,Y,5136 Aldrich Ave S,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",Investigation and Cleanup,LS0016715,,0101000020E61000004EEBDBEE8A5257C064DBB3F85E744640,POINT (477128.82549159706 4972898.661121539)
6785,Rubenstein Residence,Y,5108 Bryant Ave S,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",Investigation and Cleanup,LS0017309,,0101000020E61000008B0AE6F99D5257C0A4A5F27684744640,POINT (477037.5304996113 4973026.093376307)
6786,Blomgren Residence,Y,5056 Dupont Ave S,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",Investigation and Cleanup,LS0020516,,0101000020E6100000E8CFE93FCC5257C074B65FC291744640,POINT (476814.7486780983 4973071.966076217)
6787,Xerxes Service,Y,5601 Xerxes Ave S,Multiple Activities,"Hazardous Waste; Petroleum Remediation, Leak Site; Underground Tanks",Hazardous Waste; Investigation and Cleanup; Tanks,LS0009090; MND022954259; TS0001814,,0101000020E6100000F6402B30645457C01E3E9FB767734640,POINT (474845.34652227006 4972069.001829181)
6788,Stanoch Bruno J Dds,Y,3018 W 56th St,Hazardous Waste,Hazardous Waste,Hazardous Waste,MNR000007062,Health Services,0101000020E610000045B0BB8A565457C034D021156B734640,POINT (474911.1485632596 4972080.152489235)
6789,5555 Xerxes Ave S,Y,5555 Xerxes Avenue South,Multiple Activities,"Brownfields, Voluntary Investigation and Cleanup; Superfund, Superfund Program Non-listed Sites",Investigation and Cleanup,BF0001855; SR0001591,,0101000020E6100000247B849A615457C0610D1F2A70734640,POINT (474857.9133820157 4972097.589643182)
6790,Secure Data Output LLC,Y,5560 Queen Ave S,Hazardous Waste,Hazardous Waste,Hazardous Waste,MNS000194936,Other Computer Related Services,0101000020E6100000515BD9F4D65357C00B91781E81734640,POINT (475526.2312972368 4972152.479680145)
6791,Get Pressed Cleaners Chester Street Holding Co. LLC,Y,5559 Xerxes Ave S,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",Hazardous Waste,MND981200025,Drycleaning and Laundry Services (except Coin-Operated),0101000020E610000085E40929645457C0B2BB404981734640,POINT (474845.8215055493 4972155.681209356)
6792,ATL Painting and Finishing,Y,5431 Penn Ave S,Hazardous Waste,Hazardous Waste,Hazardous Waste,MNS000312896,Painting and Wall Covering Contractors,0101000020E61000008E5C37A5BC5357C0BAD91F28B7734640,POINT (475653.71227095154 4972335.1875675805)
6793,5401 Penn Avenue South,Y,"5401, 5403, 5405, 5409, 5411 Penn Avenue South and 2211, 2213, 2215 54th Street W",Multiple Activities,"Brownfields, Voluntary Investigation and Cleanup; Superfund, Superfund Program Non-listed Sites",Investigation and Cleanup,BF0000121; BF0001025; SR0001556,,0101000020E6100000ADC3D155BA5357C0BB473657CD734640,POINT (475665.1298052001 4972410.350092454)
6794,Jensen's Car Care,Y,5400 Penn Ave S,Multiple Activities,"Aboveground Tanks; Brownfields, Petroleum Brownfield and Voluntary Investigation and Cleanup; Hazardous Waste, Minimal quantity generator; Petroleum Remediation, Leak Site; Underground Tanks",Hazardous Waste; Investigation and Cleanup; Tanks,BF0000865; LS0012500; LS0020379; MND982066979; TS0002034,,0101000020E61000004F1A3069C85357C03B77B3EDD1734640,POINT (475597.3661932626 4972426.1611249335)
6795,Settergren's Hardware,Y,5405 Penn Ave S,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",Hazardous Waste,MNS000192328,Hardware Stores,0101000020E610000089684B88BF5357C009A14983D7734640,POINT (475640.21878931095 4972444.92950025)
6796,Settergren Hardware,N,5403 Penn Ave S,Hazardous Waste,Hazardous Waste,Hazardous Waste,MNP200000324,,0101000020E6100000D5360F71BD5357C048B76FFFDB734640,POINT (475650.35085372877 4972460.095464824)
6797,Citgo - Aip0412,Y,5400 Penn Ave S,"Brownfields, Voluntary Investigation and Cleanup","Brownfields, Voluntary Investigation and Cleanup",Investigation and Cleanup,VP14200,,0101000020E6100000EDD3F198C15357C08333D7EDDC734640,POINT (475630.33848828624 4972463.328647909)
6798,Pennhurst Cleaners,Y,5401 Penn Ave S,Hazardous Waste,Hazardous Waste,Hazardous Waste,MND981201015,Drycleaning and Laundry Services (except Coin-Operated),0101000020E61000009F967A71BD5357C0C4A40925DD734640,POINT (475650.35775829316 4972463.983484268)
6799,Ronald G Rhoades DDS Ltd,N,5401 Queen Ave S,Hazardous Waste,Hazardous Waste,Hazardous Waste,MND985722552,Offices of Dentists,0101000020E61000003A98A839D45357C04D88145EDD734640,POINT (475540.58772948774 4972465.157006946)
6800,Bellwether Media,Y,5357 Penn Ave S,Industrial Stormwater,Industrial Stormwater,Stormwater,MNRNE383Q,,0101000020E6100000BE141E34BB5357C0F392FFC9DF734640,POINT (475661.1836367761 4972472.907071167)
6801,First Chiropractic,Y,5355 Penn Ave S,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",Hazardous Waste,MN0000662080,Health Services,0101000020E6100000ABCE6A81BD5357C0A29E99BBF1734640,POINT (475650.3234366724 4972533.779593192)
6802,Penn Avenue Family Dental,N,5346 Penn Ave S,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",Hazardous Waste,MNS000341728,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers ; Offices of Dentists",0101000020E61000000DF2C4BDC35357C06B37B00BF5734640,POINT (475620.32012722053 4972545.124596006)
6803,Lynnhurst Southwest Renovation-Minneapolis,N,See location description,Construction Stormwater,Construction Stormwater,Stormwater,C00029419,,0101000020E61000004E621058395457C0A3923A014D744640,POINT (475054.83130542026 4972845.492681103)
6804,Shingle Creek Wetland,N,See location description,Construction Stormwater,Construction Stormwater,Stormwater,C00005612b,,0101000020E6100000A0FE92D81E5457C08CAE5E8762744640,POINT (475182.7852709289 4972917.964414246)
6805,Lynnhurst South Renovation - Minneapolis,N,See location description,Construction Stormwater,Construction Stormwater,Stormwater,C00027250,,0101000020E610000017C38B74F55357C0ACA525FB8C744640,POINT (475382.7628805836 4973061.110637952)
6806,Virg's Automotive Inc,Y,6158 Nicollet Ave,Hazardous Waste,Hazardous Waste,Hazardous Waste,MNR000100750,"Automotive Body, Paint, and Interior Repair and Maintenance",0101000020E61000000CF26904D15157C01C5833D70E724640,POINT (478017.6859309955 4970888.170029157)
6807,Virgs 66,N,6156 Nicollet Ave S,Multiple Activities,"Petroleum Remediation, Leak Site; Underground Tanks",Investigation and Cleanup; Tanks,LS0002594; LS0014399; TS0012704,,0101000020E610000071FF91E9D05157C04605F3FC0E724640,POINT (478018.19301931147 4970888.668179118)
6808,Apartment Building,Y,15 W 61st St,Underground Tanks,Underground Tanks,Tanks,TS0001443,,0101000020E610000069D1F187D55157C03A9A7EE431724640,POINT (477996.3399537706 4971007.072419983)
6809,Nicollet Dental,Y,6101 Nicollet Ave,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",Hazardous Waste,MN0000661827,Offices of Dentists,0101000020E61000008FCD44C7C45157C00D4BA88537724640,POINT (478077.1447528797 4971025.88019752)
6810,Leighs Company,N,6050 Nicollet Ave,Hazardous Waste,Hazardous Waste,Hazardous Waste,MNP200000285,,0101000020E6100000C23EF0E7CA5157C07C5006FD3B724640,POINT (478047.6647257655 4971041.122172816)
6811,Nicollet Dental,Y,6053 Nicollet Ave,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",Hazardous Waste,MND985756949,Offices of Dentists,0101000020E6100000CC61F71DC35157C0EAF307B941724640,POINT (478085.2700019752 4971060.433620525)
6812,Goodwill Minneapolis,Y,6023 Nicollet Ave,"Hazardous Waste, Minimal quantity generator","Hazardous Waste, Minimal quantity generator",Hazardous Waste,MNS000300488,Used Merchandise Stores,0101000020E61000004F401361C35157C011363CBD52724640,POINT (478084.20421689196 4971118.124454695)
6813,Martin Motor Co,Y,6030 Nicollet,Aboveground Tanks,Aboveground Tanks,Tanks,TS0121877,,0101000020E610000078978BF8CE5157C0ABF4C94054724640,POINT (478028.35667030344 4971123.447843454)
6814,Peter's Billiards,Y,6150 Lyndale Ave S,Multiple Activities,"Brownfields, Petroleum Brownfield; Hazardous Waste",Hazardous Waste; Investigation and Cleanup,MND985770064; PB3610,Other Wood Product Manufacturing,0101000020E61000006B37B00B755257C0A4BCFB8804724640,POINT (477227.01145668456 4970855.993505378)
6815,CenterPoint Energy - South,Y,501 W 61st St,Multiple Activities,"Aboveground Tanks; Air Quality; Brownfields, Voluntary Investigation and Cleanup; Hazardous Waste, Small quantity generator; Petroleum Remediation, Leak Site; Solid Waste; Underground Tanks",Air Quality; Hazardous Waste; Investigation and Cleanup; Solid Waste; Tanks,05300906; LS0000590; LS0004953; MND980680680; SW-gen; TS0001963; TS0050279; VP9220,Natural Gas Distribution,0101000020E610000044F00923475257C0655B615518724640,POINT (477448.51086050464 4970922.328901979)
